event_id,ip,process,user,raw_log,event_id_encoded,process_encoded,user_encoded,ip_last_octet,anomaly,anomaly_score
0,7.1.7601.16492,unknown.exe,unknown,"2016-09-29 02:04:01, Info                  CBS    Read out cached package applicability for package: Microsoft-Windows-PlatformUpdate-Win7-SRV08R2-Package-TopLevel~31bf3856ad364e35~amd64~~7.1.7601.16492, ApplicableState: 112, CurrentState:112
",0,1,0,16492,-1,-0.01969481310333343
0,6.3.9600.17681,unknown.exe,unknown,"2016-09-29 02:04:03, Info                  CBS    Read out cached package applicability for package: Microsoft-Hyper-V-Integration-Services-Package~31bf3856ad364e35~amd64~~6.3.9600.17681, ApplicableState: 112, CurrentState:0
",0,1,0,17681,-1,-0.01667343406525068
0,7.2.7601.16415,unknown.exe,unknown,"2016-09-29 02:04:08, Info                  CBS    Read out cached package applicability for package: Microsoft-Windows-RDP-BlueIP-Package-TopLevel~31bf3856ad364e35~amd64~~7.2.7601.16415, ApplicableState: 112, CurrentState:112
",0,1,0,16415,-1,-0.01915301348047782
0,6.1.1.11,unknown.exe,unknown,"2016-09-29 02:04:23, Info                  CBS    Read out cached package applicability for package: Package_for_KB2685811~31bf3856ad364e35~amd64~~6.1.1.11, ApplicableState: 112, CurrentState:112
",0,1,0,11,-1,-0.004127803847098099
0,6.3.9600.17388,unknown.exe,unknown,"2016-09-29 02:04:23, Info                  CBS    Read out cached package applicability for package: Microsoft-Hyper-V-Integration-Services-Package~31bf3856ad364e35~amd64~~6.3.9600.17388, ApplicableState: 112, CurrentState:0
",0,1,0,17388,-1,-0.017641919514614468
0,7.1.7601.16398,unknown.exe,unknown,"2016-09-29 02:04:24, Info                  CBS    Read out cached package applicability for package: Microsoft-Windows-RDP-WinIP-Package-TopLevel~31bf3856ad364e35~amd64~~7.1.7601.16398, ApplicableState: 112, CurrentState:112
",0,1,0,16398,-1,-0.01915301348047782
0,6.3.9600.18080,unknown.exe,unknown,"2016-09-29 02:04:25, Info                  CBS    Read out cached package applicability for package: Microsoft-Hyper-V-Integration-Services-Package~31bf3856ad364e35~amd64~~6.3.9600.18080, ApplicableState: 112, CurrentState:0
",0,1,0,18080,-1,-0.011828750980993341
0,6.3.9600.17903,unknown.exe,unknown,"2016-09-29 02:04:31, Info                  CBS    Read out cached package applicability for package: Microsoft-Hyper-V-Integration-Services-Package~31bf3856ad364e35~amd64~~6.3.9600.17903, ApplicableState: 112, CurrentState:0
",0,1,0,17903,-1,-0.014516599124026586
0,7.1.7601.16511,unknown.exe,unknown,"2016-09-29 02:04:34, Info                  CBS    Read out cached package applicability for package: Microsoft-Windows-Embedded-EmbeddedLockdown-Package-TopLevel~31bf3856ad364e35~amd64~~7.1.7601.16511, ApplicableState: 112, CurrentState:0
",0,1,0,16511,-1,-0.01969481310333343
0,6.1.1.11,unknown.exe,unknown,"2016-09-29 02:04:35, Info                  CBS    Read out cached package applicability for package: Package_for_KB2685813~31bf3856ad364e35~amd64~~6.1.1.11, ApplicableState: 112, CurrentState:112
",0,1,0,11,-1,-0.004127803847098099
0,7.1.7601.16492,unknown.exe,unknown,"2016-09-29 03:00:29, Info                  CBS    Read out cached package applicability for package: Microsoft-Windows-PlatformUpdate-Win7-SRV08R2-Package-TopLevel~31bf3856ad364e35~amd64~~7.1.7601.16492, ApplicableState: 112, CurrentState:112
",0,1,0,16492,-1,-0.01969481310333343
0,6.3.9600.17681,unknown.exe,unknown,"2016-09-29 03:00:30, Info                  CBS    Read out cached package applicability for package: Microsoft-Hyper-V-Integration-Services-Package~31bf3856ad364e35~amd64~~6.3.9600.17681, ApplicableState: 112, CurrentState:0
",0,1,0,17681,-1,-0.01667343406525068
0,7.2.7601.16415,unknown.exe,unknown,"2016-09-29 03:00:31, Info                  CBS    Read out cached package applicability for package: Microsoft-Windows-RDP-BlueIP-Package-TopLevel~31bf3856ad364e35~amd64~~7.2.7601.16415, ApplicableState: 112, CurrentState:112
",0,1,0,16415,-1,-0.01915301348047782
0,6.1.1.11,unknown.exe,unknown,"2016-09-29 03:00:35, Info                  CBS    Read out cached package applicability for package: Package_for_KB2685811~31bf3856ad364e35~amd64~~6.1.1.11, ApplicableState: 112, CurrentState:112
",0,1,0,11,-1,-0.004127803847098099
0,6.3.9600.17388,unknown.exe,unknown,"2016-09-29 03:00:35, Info                  CBS    Read out cached package applicability for package: Microsoft-Hyper-V-Integration-Services-Package~31bf3856ad364e35~amd64~~6.3.9600.17388, ApplicableState: 112, CurrentState:0
",0,1,0,17388,-1,-0.017641919514614468
0,7.1.7601.16398,unknown.exe,unknown,"2016-09-29 03:00:36, Info                  CBS    Read out cached package applicability for package: Microsoft-Windows-RDP-WinIP-Package-TopLevel~31bf3856ad364e35~amd64~~7.1.7601.16398, ApplicableState: 112, CurrentState:112
",0,1,0,16398,-1,-0.01915301348047782
0,6.3.9600.18080,unknown.exe,unknown,"2016-09-29 03:00:36, Info                  CBS    Read out cached package applicability for package: Microsoft-Hyper-V-Integration-Services-Package~31bf3856ad364e35~amd64~~6.3.9600.18080, ApplicableState: 112, CurrentState:0
",0,1,0,18080,-1,-0.011828750980993341
0,6.3.9600.17903,unknown.exe,unknown,"2016-09-29 03:00:40, Info                  CBS    Read out cached package applicability for package: Microsoft-Hyper-V-Integration-Services-Package~31bf3856ad364e35~amd64~~6.3.9600.17903, ApplicableState: 112, CurrentState:0
",0,1,0,17903,-1,-0.014516599124026586
0,7.1.7601.16511,unknown.exe,unknown,"2016-09-29 03:00:42, Info                  CBS    Read out cached package applicability for package: Microsoft-Windows-Embedded-EmbeddedLockdown-Package-TopLevel~31bf3856ad364e35~amd64~~7.1.7601.16511, ApplicableState: 112, CurrentState:0
",0,1,0,16511,-1,-0.01969481310333343
0,6.1.1.11,unknown.exe,unknown,"2016-09-29 03:00:42, Info                  CBS    Read out cached package applicability for package: Package_for_KB2685813~31bf3856ad364e35~amd64~~6.1.1.11, ApplicableState: 112, CurrentState:112
",0,1,0,11,-1,-0.004127803847098099
0,7.1.7601.16492,unknown.exe,unknown,"2016-09-29 22:28:50, Info                  CBS    Read out cached package applicability for package: Microsoft-Windows-PlatformUpdate-Win7-SRV08R2-Package-TopLevel~31bf3856ad364e35~amd64~~7.1.7601.16492, ApplicableState: 112, CurrentState:112
",0,1,0,16492,-1,-0.01969481310333343
0,6.3.9600.17681,unknown.exe,unknown,"2016-09-29 22:28:51, Info                  CBS    Read out cached package applicability for package: Microsoft-Hyper-V-Integration-Services-Package~31bf3856ad364e35~amd64~~6.3.9600.17681, ApplicableState: 112, CurrentState:0
",0,1,0,17681,-1,-0.01667343406525068
0,7.2.7601.16415,unknown.exe,unknown,"2016-09-29 22:28:54, Info                  CBS    Read out cached package applicability for package: Microsoft-Windows-RDP-BlueIP-Package-TopLevel~31bf3856ad364e35~amd64~~7.2.7601.16415, ApplicableState: 112, CurrentState:112
",0,1,0,16415,-1,-0.01915301348047782
0,6.1.1.11,unknown.exe,unknown,"2016-09-29 22:29:00, Info                  CBS    Read out cached package applicability for package: Package_for_KB2685811~31bf3856ad364e35~amd64~~6.1.1.11, ApplicableState: 112, CurrentState:112
",0,1,0,11,-1,-0.004127803847098099
0,6.3.9600.17388,unknown.exe,unknown,"2016-09-29 22:29:00, Info                  CBS    Read out cached package applicability for package: Microsoft-Hyper-V-Integration-Services-Package~31bf3856ad364e35~amd64~~6.3.9600.17388, ApplicableState: 112, CurrentState:0
",0,1,0,17388,-1,-0.017641919514614468
0,7.1.7601.16398,unknown.exe,unknown,"2016-09-29 22:29:01, Info                  CBS    Read out cached package applicability for package: Microsoft-Windows-RDP-WinIP-Package-TopLevel~31bf3856ad364e35~amd64~~7.1.7601.16398, ApplicableState: 112, CurrentState:112
",0,1,0,16398,-1,-0.01915301348047782
0,6.3.9600.18080,unknown.exe,unknown,"2016-09-29 22:29:01, Info                  CBS    Read out cached package applicability for package: Microsoft-Hyper-V-Integration-Services-Package~31bf3856ad364e35~amd64~~6.3.9600.18080, ApplicableState: 112, CurrentState:0
",0,1,0,18080,-1,-0.011828750980993341
0,6.3.9600.17903,unknown.exe,unknown,"2016-09-29 22:29:05, Info                  CBS    Read out cached package applicability for package: Microsoft-Hyper-V-Integration-Services-Package~31bf3856ad364e35~amd64~~6.3.9600.17903, ApplicableState: 112, CurrentState:0
",0,1,0,17903,-1,-0.014516599124026586
0,7.1.7601.16511,unknown.exe,unknown,"2016-09-29 22:29:07, Info                  CBS    Read out cached package applicability for package: Microsoft-Windows-Embedded-EmbeddedLockdown-Package-TopLevel~31bf3856ad364e35~amd64~~7.1.7601.16511, ApplicableState: 112, CurrentState:0
",0,1,0,16511,-1,-0.01969481310333343
0,6.1.1.11,unknown.exe,unknown,"2016-09-29 22:29:08, Info                  CBS    Read out cached package applicability for package: Package_for_KB2685813~31bf3856ad364e35~amd64~~6.1.1.11, ApplicableState: 112, CurrentState:112
",0,1,0,11,-1,-0.004127803847098099
0,7.1.7601.16492,unknown.exe,unknown,"2016-09-30 07:09:08, Info                  CBS    Read out cached package applicability for package: Microsoft-Windows-PlatformUpdate-Win7-SRV08R2-Package-TopLevel~31bf3856ad364e35~amd64~~7.1.7601.16492, ApplicableState: 112, CurrentState:112
",0,1,0,16492,-1,-0.01969481310333343
0,6.3.9600.17681,unknown.exe,unknown,"2016-09-30 07:09:10, Info                  CBS    Read out cached package applicability for package: Microsoft-Hyper-V-Integration-Services-Package~31bf3856ad364e35~amd64~~6.3.9600.17681, ApplicableState: 112, CurrentState:0
",0,1,0,17681,-1,-0.01667343406525068
0,7.2.7601.16415,unknown.exe,unknown,"2016-09-30 07:09:15, Info                  CBS    Read out cached package applicability for package: Microsoft-Windows-RDP-BlueIP-Package-TopLevel~31bf3856ad364e35~amd64~~7.2.7601.16415, ApplicableState: 112, CurrentState:112
",0,1,0,16415,-1,-0.01915301348047782
0,6.1.1.11,unknown.exe,unknown,"2016-09-30 07:09:29, Info                  CBS    Read out cached package applicability for package: Package_for_KB2685811~31bf3856ad364e35~amd64~~6.1.1.11, ApplicableState: 112, CurrentState:112
",0,1,0,11,-1,-0.004127803847098099
0,6.3.9600.17388,unknown.exe,unknown,"2016-09-30 07:09:29, Info                  CBS    Read out cached package applicability for package: Microsoft-Hyper-V-Integration-Services-Package~31bf3856ad364e35~amd64~~6.3.9600.17388, ApplicableState: 112, CurrentState:0
",0,1,0,17388,-1,-0.017641919514614468
0,7.1.7601.16398,unknown.exe,unknown,"2016-09-30 07:09:30, Info                  CBS    Read out cached package applicability for package: Microsoft-Windows-RDP-WinIP-Package-TopLevel~31bf3856ad364e35~amd64~~7.1.7601.16398, ApplicableState: 112, CurrentState:112
",0,1,0,16398,-1,-0.01915301348047782
0,6.3.9600.18080,unknown.exe,unknown,"2016-09-30 07:09:31, Info                  CBS    Read out cached package applicability for package: Microsoft-Hyper-V-Integration-Services-Package~31bf3856ad364e35~amd64~~6.3.9600.18080, ApplicableState: 112, CurrentState:0
",0,1,0,18080,-1,-0.011828750980993341
0,6.3.9600.17903,unknown.exe,unknown,"2016-09-30 07:09:37, Info                  CBS    Read out cached package applicability for package: Microsoft-Hyper-V-Integration-Services-Package~31bf3856ad364e35~amd64~~6.3.9600.17903, ApplicableState: 112, CurrentState:0
",0,1,0,17903,-1,-0.014516599124026586
0,7.1.7601.16511,unknown.exe,unknown,"2016-09-30 07:09:39, Info                  CBS    Read out cached package applicability for package: Microsoft-Windows-Embedded-EmbeddedLockdown-Package-TopLevel~31bf3856ad364e35~amd64~~7.1.7601.16511, ApplicableState: 112, CurrentState:0
",0,1,0,16511,-1,-0.01969481310333343
0,6.1.1.11,unknown.exe,unknown,"2016-09-30 07:09:40, Info                  CBS    Read out cached package applicability for package: Package_for_KB2685813~31bf3856ad364e35~amd64~~6.1.1.11, ApplicableState: 112, CurrentState:112
",0,1,0,11,-1,-0.004127803847098099
0,7.1.7601.16492,unknown.exe,unknown,"2016-09-30 19:47:22, Info                  CBS    Read out cached package applicability for package: Microsoft-Windows-PlatformUpdate-Win7-SRV08R2-Package-TopLevel~31bf3856ad364e35~amd64~~7.1.7601.16492, ApplicableState: 112, CurrentState:112
",0,1,0,16492,-1,-0.01969481310333343
0,6.3.9600.17681,unknown.exe,unknown,"2016-09-30 19:47:22, Info                  CBS    Read out cached package applicability for package: Microsoft-Hyper-V-Integration-Services-Package~31bf3856ad364e35~amd64~~6.3.9600.17681, ApplicableState: 112, CurrentState:0
",0,1,0,17681,-1,-0.01667343406525068
0,7.2.7601.16415,unknown.exe,unknown,"2016-09-30 19:47:24, Info                  CBS    Read out cached package applicability for package: Microsoft-Windows-RDP-BlueIP-Package-TopLevel~31bf3856ad364e35~amd64~~7.2.7601.16415, ApplicableState: 112, CurrentState:112
",0,1,0,16415,-1,-0.01915301348047782
0,6.1.1.11,unknown.exe,unknown,"2016-09-30 19:47:28, Info                  CBS    Read out cached package applicability for package: Package_for_KB2685811~31bf3856ad364e35~amd64~~6.1.1.11, ApplicableState: 112, CurrentState:112
",0,1,0,11,-1,-0.004127803847098099
0,6.3.9600.17388,unknown.exe,unknown,"2016-09-30 19:47:28, Info                  CBS    Read out cached package applicability for package: Microsoft-Hyper-V-Integration-Services-Package~31bf3856ad364e35~amd64~~6.3.9600.17388, ApplicableState: 112, CurrentState:0
",0,1,0,17388,-1,-0.017641919514614468
0,7.1.7601.16398,unknown.exe,unknown,"2016-09-30 19:47:29, Info                  CBS    Read out cached package applicability for package: Microsoft-Windows-RDP-WinIP-Package-TopLevel~31bf3856ad364e35~amd64~~7.1.7601.16398, ApplicableState: 112, CurrentState:112
",0,1,0,16398,-1,-0.01915301348047782
0,6.3.9600.18080,unknown.exe,unknown,"2016-09-30 19:47:29, Info                  CBS    Read out cached package applicability for package: Microsoft-Hyper-V-Integration-Services-Package~31bf3856ad364e35~amd64~~6.3.9600.18080, ApplicableState: 112, CurrentState:0
",0,1,0,18080,-1,-0.011828750980993341
0,6.3.9600.17903,unknown.exe,unknown,"2016-09-30 19:47:32, Info                  CBS    Read out cached package applicability for package: Microsoft-Hyper-V-Integration-Services-Package~31bf3856ad364e35~amd64~~6.3.9600.17903, ApplicableState: 112, CurrentState:0
",0,1,0,17903,-1,-0.014516599124026586
0,7.1.7601.16511,unknown.exe,unknown,"2016-09-30 19:47:34, Info                  CBS    Read out cached package applicability for package: Microsoft-Windows-Embedded-EmbeddedLockdown-Package-TopLevel~31bf3856ad364e35~amd64~~7.1.7601.16511, ApplicableState: 112, CurrentState:0
",0,1,0,16511,-1,-0.01969481310333343
0,6.1.1.11,unknown.exe,unknown,"2016-09-30 19:47:34, Info                  CBS    Read out cached package applicability for package: Package_for_KB2685813~31bf3856ad364e35~amd64~~6.1.1.11, ApplicableState: 112, CurrentState:112
",0,1,0,11,-1,-0.004127803847098099
0,7.1.7601.16492,unknown.exe,unknown,"2016-10-01 16:39:08, Info                  CBS    Read out cached package applicability for package: Microsoft-Windows-PlatformUpdate-Win7-SRV08R2-Package-TopLevel~31bf3856ad364e35~amd64~~7.1.7601.16492, ApplicableState: 112, CurrentState:112
",0,1,0,16492,-1,-0.01969481310333343
0,6.3.9600.17681,unknown.exe,unknown,"2016-10-01 16:39:09, Info                  CBS    Read out cached package applicability for package: Microsoft-Hyper-V-Integration-Services-Package~31bf3856ad364e35~amd64~~6.3.9600.17681, ApplicableState: 112, CurrentState:0
",0,1,0,17681,-1,-0.01667343406525068
0,7.2.7601.16415,unknown.exe,unknown,"2016-10-01 16:39:15, Info                  CBS    Read out cached package applicability for package: Microsoft-Windows-RDP-BlueIP-Package-TopLevel~31bf3856ad364e35~amd64~~7.2.7601.16415, ApplicableState: 112, CurrentState:112
",0,1,0,16415,-1,-0.01915301348047782
0,6.1.1.11,unknown.exe,unknown,"2016-10-01 16:39:32, Info                  CBS    Read out cached package applicability for package: Package_for_KB2685811~31bf3856ad364e35~amd64~~6.1.1.11, ApplicableState: 112, CurrentState:112
",0,1,0,11,-1,-0.004127803847098099
0,6.3.9600.17388,unknown.exe,unknown,"2016-10-01 16:39:32, Info                  CBS    Read out cached package applicability for package: Microsoft-Hyper-V-Integration-Services-Package~31bf3856ad364e35~amd64~~6.3.9600.17388, ApplicableState: 112, CurrentState:0
",0,1,0,17388,-1,-0.017641919514614468
0,7.1.7601.16398,unknown.exe,unknown,"2016-10-01 16:39:34, Info                  CBS    Read out cached package applicability for package: Microsoft-Windows-RDP-WinIP-Package-TopLevel~31bf3856ad364e35~amd64~~7.1.7601.16398, ApplicableState: 112, CurrentState:112
",0,1,0,16398,-1,-0.01915301348047782
0,6.3.9600.18080,unknown.exe,unknown,"2016-10-01 16:39:35, Info                  CBS    Read out cached package applicability for package: Microsoft-Hyper-V-Integration-Services-Package~31bf3856ad364e35~amd64~~6.3.9600.18080, ApplicableState: 112, CurrentState:0
",0,1,0,18080,-1,-0.011828750980993341
0,6.3.9600.17903,unknown.exe,unknown,"2016-10-01 16:39:41, Info                  CBS    Read out cached package applicability for package: Microsoft-Hyper-V-Integration-Services-Package~31bf3856ad364e35~amd64~~6.3.9600.17903, ApplicableState: 112, CurrentState:0
",0,1,0,17903,-1,-0.014516599124026586
0,7.1.7601.16511,unknown.exe,unknown,"2016-10-01 16:39:44, Info                  CBS    Read out cached package applicability for package: Microsoft-Windows-Embedded-EmbeddedLockdown-Package-TopLevel~31bf3856ad364e35~amd64~~7.1.7601.16511, ApplicableState: 112, CurrentState:0
",0,1,0,16511,-1,-0.01969481310333343
0,6.1.1.11,unknown.exe,unknown,"2016-10-01 16:39:45, Info                  CBS    Read out cached package applicability for package: Package_for_KB2685813~31bf3856ad364e35~amd64~~6.1.1.11, ApplicableState: 112, CurrentState:112
",0,1,0,11,-1,-0.004127803847098099
0,7.1.7601.16492,unknown.exe,unknown,"2016-10-02 03:06:59, Info                  CBS    Read out cached package applicability for package: Microsoft-Windows-PlatformUpdate-Win7-SRV08R2-Package-TopLevel~31bf3856ad364e35~amd64~~7.1.7601.16492, ApplicableState: 112, CurrentState:112
",0,1,0,16492,-1,-0.01969481310333343
0,6.3.9600.17681,unknown.exe,unknown,"2016-10-02 03:07:02, Info                  CBS    Read out cached package applicability for package: Microsoft-Hyper-V-Integration-Services-Package~31bf3856ad364e35~amd64~~6.3.9600.17681, ApplicableState: 112, CurrentState:0
",0,1,0,17681,-1,-0.01667343406525068
0,7.2.7601.16415,unknown.exe,unknown,"2016-10-02 03:07:13, Info                  CBS    Read out cached package applicability for package: Microsoft-Windows-RDP-BlueIP-Package-TopLevel~31bf3856ad364e35~amd64~~7.2.7601.16415, ApplicableState: 112, CurrentState:112
",0,1,0,16415,-1,-0.01915301348047782
0,6.1.1.11,unknown.exe,unknown,"2016-10-02 03:07:32, Info                  CBS    Read out cached package applicability for package: Package_for_KB2685811~31bf3856ad364e35~amd64~~6.1.1.11, ApplicableState: 112, CurrentState:112
",0,1,0,11,-1,-0.004127803847098099
0,6.3.9600.17388,unknown.exe,unknown,"2016-10-02 03:07:33, Info                  CBS    Read out cached package applicability for package: Microsoft-Hyper-V-Integration-Services-Package~31bf3856ad364e35~amd64~~6.3.9600.17388, ApplicableState: 112, CurrentState:0
",0,1,0,17388,-1,-0.017641919514614468
0,7.1.7601.16398,unknown.exe,unknown,"2016-10-02 03:07:34, Info                  CBS    Read out cached package applicability for package: Microsoft-Windows-RDP-WinIP-Package-TopLevel~31bf3856ad364e35~amd64~~7.1.7601.16398, ApplicableState: 112, CurrentState:112
",0,1,0,16398,-1,-0.01915301348047782
0,6.3.9600.18080,unknown.exe,unknown,"2016-10-02 03:07:34, Info                  CBS    Read out cached package applicability for package: Microsoft-Hyper-V-Integration-Services-Package~31bf3856ad364e35~amd64~~6.3.9600.18080, ApplicableState: 112, CurrentState:0
",0,1,0,18080,-1,-0.011828750980993341
0,6.3.9600.17903,unknown.exe,unknown,"2016-10-02 03:07:42, Info                  CBS    Read out cached package applicability for package: Microsoft-Hyper-V-Integration-Services-Package~31bf3856ad364e35~amd64~~6.3.9600.17903, ApplicableState: 112, CurrentState:0
",0,1,0,17903,-1,-0.014516599124026586
0,7.1.7601.16511,unknown.exe,unknown,"2016-10-02 03:07:44, Info                  CBS    Read out cached package applicability for package: Microsoft-Windows-Embedded-EmbeddedLockdown-Package-TopLevel~31bf3856ad364e35~amd64~~7.1.7601.16511, ApplicableState: 112, CurrentState:0
",0,1,0,16511,-1,-0.01969481310333343
0,6.1.1.11,unknown.exe,unknown,"2016-10-02 03:07:45, Info                  CBS    Read out cached package applicability for package: Package_for_KB2685813~31bf3856ad364e35~amd64~~6.1.1.11, ApplicableState: 112, CurrentState:112
",0,1,0,11,-1,-0.004127803847098099
0,7.1.7601.16492,unknown.exe,unknown,"2016-10-02 11:59:58, Info                  CBS    Read out cached package applicability for package: Microsoft-Windows-PlatformUpdate-Win7-SRV08R2-Package-TopLevel~31bf3856ad364e35~amd64~~7.1.7601.16492, ApplicableState: 112, CurrentState:112
",0,1,0,16492,-1,-0.01969481310333343
0,6.3.9600.17681,unknown.exe,unknown,"2016-10-02 12:00:00, Info                  CBS    Read out cached package applicability for package: Microsoft-Hyper-V-Integration-Services-Package~31bf3856ad364e35~amd64~~6.3.9600.17681, ApplicableState: 112, CurrentState:0
",0,1,0,17681,-1,-0.01667343406525068
0,7.2.7601.16415,unknown.exe,unknown,"2016-10-02 12:00:07, Info                  CBS    Read out cached package applicability for package: Microsoft-Windows-RDP-BlueIP-Package-TopLevel~31bf3856ad364e35~amd64~~7.2.7601.16415, ApplicableState: 112, CurrentState:112
",0,1,0,16415,-1,-0.01915301348047782
0,6.1.1.11,unknown.exe,unknown,"2016-10-02 12:00:26, Info                  CBS    Read out cached package applicability for package: Package_for_KB2685811~31bf3856ad364e35~amd64~~6.1.1.11, ApplicableState: 112, CurrentState:112
",0,1,0,11,-1,-0.004127803847098099
0,6.3.9600.17388,unknown.exe,unknown,"2016-10-02 12:00:26, Info                  CBS    Read out cached package applicability for package: Microsoft-Hyper-V-Integration-Services-Package~31bf3856ad364e35~amd64~~6.3.9600.17388, ApplicableState: 112, CurrentState:0
",0,1,0,17388,-1,-0.017641919514614468
0,7.1.7601.16398,unknown.exe,unknown,"2016-10-02 12:00:27, Info                  CBS    Read out cached package applicability for package: Microsoft-Windows-RDP-WinIP-Package-TopLevel~31bf3856ad364e35~amd64~~7.1.7601.16398, ApplicableState: 112, CurrentState:112
",0,1,0,16398,-1,-0.01915301348047782
0,6.3.9600.18080,unknown.exe,unknown,"2016-10-02 12:00:28, Info                  CBS    Read out cached package applicability for package: Microsoft-Hyper-V-Integration-Services-Package~31bf3856ad364e35~amd64~~6.3.9600.18080, ApplicableState: 112, CurrentState:0
",0,1,0,18080,-1,-0.011828750980993341
0,6.3.9600.17903,unknown.exe,unknown,"2016-10-02 12:00:34, Info                  CBS    Read out cached package applicability for package: Microsoft-Hyper-V-Integration-Services-Package~31bf3856ad364e35~amd64~~6.3.9600.17903, ApplicableState: 112, CurrentState:0
",0,1,0,17903,-1,-0.014516599124026586
0,7.1.7601.16511,unknown.exe,unknown,"2016-10-02 12:00:37, Info                  CBS    Read out cached package applicability for package: Microsoft-Windows-Embedded-EmbeddedLockdown-Package-TopLevel~31bf3856ad364e35~amd64~~7.1.7601.16511, ApplicableState: 112, CurrentState:0
",0,1,0,16511,-1,-0.01969481310333343
0,6.1.1.11,unknown.exe,unknown,"2016-10-02 12:00:38, Info                  CBS    Read out cached package applicability for package: Package_for_KB2685813~31bf3856ad364e35~amd64~~6.1.1.11, ApplicableState: 112, CurrentState:112
",0,1,0,11,-1,-0.004127803847098099
0,7.1.7601.16492,unknown.exe,unknown,"2016-10-02 14:01:13, Info                  CBS    Read out cached package applicability for package: Microsoft-Windows-PlatformUpdate-Win7-SRV08R2-Package-TopLevel~31bf3856ad364e35~amd64~~7.1.7601.16492, ApplicableState: 112, CurrentState:112
",0,1,0,16492,-1,-0.01969481310333343
0,6.3.9600.17681,unknown.exe,unknown,"2016-10-02 14:01:13, Info                  CBS    Read out cached package applicability for package: Microsoft-Hyper-V-Integration-Services-Package~31bf3856ad364e35~amd64~~6.3.9600.17681, ApplicableState: 112, CurrentState:0
",0,1,0,17681,-1,-0.01667343406525068
0,7.2.7601.16415,unknown.exe,unknown,"2016-10-02 14:01:15, Info                  CBS    Read out cached package applicability for package: Microsoft-Windows-RDP-BlueIP-Package-TopLevel~31bf3856ad364e35~amd64~~7.2.7601.16415, ApplicableState: 112, CurrentState:112
",0,1,0,16415,-1,-0.01915301348047782
0,6.1.1.11,unknown.exe,unknown,"2016-10-02 14:01:19, Info                  CBS    Read out cached package applicability for package: Package_for_KB2685811~31bf3856ad364e35~amd64~~6.1.1.11, ApplicableState: 112, CurrentState:112
",0,1,0,11,-1,-0.004127803847098099
